imdbid,title,production_company
1235189.0,Wild Target,Entertainment Film Distributors
1235189.0,Wild Target,Matador Pictures
1235189.0,Wild Target,Cinema Four
1235189.0,Wild Target,Honest Engine Films
1424432.0,Senna,Universal Pictures
1424432.0,Senna,StudioCanal
1424432.0,Senna,Working Title Films
1424432.0,Senna,Midfield Films
1740707.0,Troll Hunter,Filmkameratene
1740707.0,Troll Hunter,FilmFondet Fuzz
1740707.0,Troll Hunter,SF Norge
1229381.0,Outside the Law,Agence Algérienne pour le Rayonnement Culturel (AARC)
1229381.0,Outside the Law,EPTV
1229381.0,Outside the Law,France 3 Cinéma
1229381.0,Outside the Law,Kiss Films
1229381.0,Outside the Law,Novak Prod
1229381.0,Outside the Law,StudioCanal
1229381.0,Outside the Law,RTBF
1464580.0,Stake Land,Glass Eye Pix
1464580.0,Stake Land,Belladonna Productions
1464580.0,Stake Land,Off Hollywood Pictures
1464580.0,Stake Land,IFC Midnight
1332134.0,King of Devil's Island,MACT Productions
1494772.0,Justice League: Crisis on Two Earths,DC Comics
1494772.0,Justice League: Crisis on Two Earths,Warner Premiere
1494772.0,Justice League: Crisis on Two Earths,DC Entertainment
1386932.0,Ip Man 2,Mandarin Films
1386932.0,Ip Man 2,Golden Harvest Company
1386932.0,Ip Man 2,Henan Film & TV Production Group Henan Film Studio
1386932.0,Ip Man 2,Beijing ShengShi HuaRei Film Investment & Management Co.
1386932.0,Ip Man 2,Desen International Media
1386932.0,Ip Man 2,Prosperity Pictures
1386932.0,Ip Man 2,Foshan Pearl River Media Group
1386932.0,Ip Man 2,Donlord Skykee Film Investment
1386932.0,Ip Man 2,Teng Yuan Film & TV Media
1386932.0,Ip Man 2,Beijing Baron Stars Culture Media
1386932.0,Ip Man 2,Shenzhen Haiguchi Investment
1386932.0,Ip Man 2,Beijing Xinyinglian Cinema Circuit
1588170.0,I Saw the Devil,Softbank Ventures
1588170.0,I Saw the Devil,Peppermint&company
1588170.0,I Saw the Devil,Siz Entertainment
1588170.0,I Saw the Devil,Showbox
1341167.0,Four Lions,Warp Films
1341167.0,Four Lions,Wild Bunch Distribution
1341167.0,Four Lions,Film4 Productions
1341167.0,Four Lions,Optimum Releasing
1226273.0,Edge of Darkness,Icon Productions
1226273.0,Edge of Darkness,GK Films
1226273.0,Edge of Darkness,BBC Films
1226273.0,Edge of Darkness,Warner Bros. Pictures
1323045.0,Frozen,ArieScope Pictures
1323045.0,Frozen,A Bigger Boat
954947.0,The Killer Inside Me,Revolution Films
954947.0,The Killer Inside Me,Indion Entertainment Group
1452628.0,Vanishing on 7th Street,Herrick Entertainment
1452628.0,Vanishing on 7th Street,Circle of Confusion
1452628.0,Vanishing on 7th Street,Forest Park Pictures
1452628.0,Vanishing on 7th Street,Mandalay Vision
1381413.0,Pete Smalls Is Dead,Ms. Tangerine Productions
1381413.0,Pete Smalls Is Dead,Pantry Films
1213648.0,London Boulevard,London Boulevard
1213648.0,London Boulevard,GK Films
1213648.0,London Boulevard,Henceforth
1213648.0,London Boulevard,Projection Pictures
1602479.0,Love in a Puff,Media Asia Films
1602479.0,Love in a Puff,Makingfilm
1291652.0,Easy Money,Svenska Filminstitutet
1291652.0,Easy Money,Film i Väst
1291652.0,Easy Money,Tre Vänner
1291652.0,Easy Money,Nordisk Film
1291652.0,Easy Money,SVT
1291652.0,Easy Money,Nouvago Capital
1291652.0,Easy Money,Network Movie
1291652.0,Easy Money,ZDF/Arte
1278379.0,Jack Goes Boating,Labyrinth Theater Company
1278379.0,Jack Goes Boating,Olfactory Productions
1278379.0,Jack Goes Boating,Cooper's Town Productions
1278379.0,Jack Goes Boating,Big Beach
1320291.0,The Reef,Lightning Entertainment
1320291.0,The Reef,Screen Australia
1320291.0,The Reef,Screen NSW
1320291.0,The Reef,ProdigyMovies
1320291.0,The Reef,Mysterious Light
1167638.0,22 Bullets,EuropaCorp
1167638.0,22 Bullets,TF1 Films Production
1667691.0,Sasha,Optimale
1587157.0,Yu-Gi-Oh!: Bonds Beyond Time,Nihon Ad Systems
1587157.0,Yu-Gi-Oh!: Bonds Beyond Time,Studio Gallop
1525835.0,Gantz,Chubu-nippon Broadcasting Company
1525835.0,Gantz,Fukuoka Broadcasting System
1525835.0,Gantz,Hiroshima Telecasting
1525835.0,Gantz,Hokkaido Broadcasting Co.
1525835.0,Gantz,Horipro
1525835.0,Gantz,J Storm
1525835.0,Gantz,Miyagi Television Broadcasting
1525835.0,Gantz,Nikkatsu Corporation
1525835.0,Gantz,Nippon Television Network Corporation
1525835.0,Gantz,Shizuoka Daiichi Television
1525835.0,Gantz,Shueisha
1525835.0,Gantz,The Yomiuri Shimbun
1525835.0,Gantz,Toho
1525835.0,Gantz,VAP
1525835.0,Gantz,Yomiuri Telecasting Corporation
990407.0,The Green Hornet,Original Film
990407.0,The Green Hornet,Reliance Big Entertainment
990407.0,The Green Hornet,Sony Pictures
990407.0,The Green Hornet,Columbia Pictures
1464540.0,I Am Number Four,Touchstone Pictures
1464540.0,I Am Number Four,Reliance Big Entertainment
1464540.0,I Am Number Four,Bay Films
1464540.0,I Am Number Four,DreamWorks Pictures
1192628.0,Rango,Paramount
1192628.0,Rango,Nickelodeon Movies
1192628.0,Rango,GK Films
1192628.0,Rango,Blind Wink
1217613.0,Battle: Los Angeles,Columbia Pictures
1217613.0,Battle: Los Angeles,Relativity Media
1217613.0,Battle: Los Angeles,Original Film
1217613.0,Battle: Los Angeles,Sony Pictures
1152398.0,Beastly,Storefront Films
1152398.0,Beastly,CBS Films
1152398.0,Beastly,Mel's Cite du Cinema
1621429.0,S.W.A.T.: Firefight,Original Film
1621429.0,S.W.A.T.: Firefight,Stage 6 Films
1621429.0,S.W.A.T.: Firefight,RCR Media Group
1189340.0,The Lincoln Lawyer,Sidney Kimmel Entertainment
1189340.0,The Lincoln Lawyer,Lionsgate
1189340.0,The Lincoln Lawyer,Lakeshore Entertainment
945513.0,Source Code,The Mark Gordon Company
945513.0,Source Code,Vendôme Pictures
945513.0,Source Code,Summit Entertainment
1219289.0,Limitless,Relativity Media
1219289.0,Limitless,Virgin Produced
1219289.0,Limitless,Many Rivers Productions
1219289.0,Limitless,Boy of the Year
1219289.0,Limitless,Intermedia
1219289.0,Limitless,Rogue Pictures
1240982.0,Your Highness,Universal Pictures
1240982.0,Your Highness,Stuber Productions
1436562.0,Rio,Blue Sky Studios
1436562.0,Rio,20th Century Fox Animation
1436562.0,Rio,20th Century Fox
1403177.0,Hesher,Handsomecharlie Films
1403177.0,Hesher,American Work
1403177.0,Hesher,CatchPlay
1403177.0,Hesher,Corner Store Entertainment
1403177.0,Hesher,The Last Picture Company
1403177.0,Hesher,Dreamagine Entertainment
1403177.0,Hesher,Filmula
1403177.0,Hesher,DRO Entertainment
1298650.0,Pirates of the Caribbean: On Stranger Tides,Walt Disney Pictures
1298650.0,Pirates of the Caribbean: On Stranger Tides,Jerry Bruckheimer Films
1298650.0,Pirates of the Caribbean: On Stranger Tides,Moving Picture Company
1067583.0,Water for Elephants,Big Screen Productions
1067583.0,Water for Elephants,Fox 2000 Pictures
1067583.0,Water for Elephants,Flashpoint Entertainment
1067583.0,Water for Elephants,Dune Entertainment
1067583.0,Water for Elephants,Ingenious Media
1742683.0,Too Big to Fail,HBO Films
1742683.0,Too Big to Fail,Deuce Three Productions
1742683.0,Too Big to Fail,Spring Creek Productions
1411697.0,The Hangover Part II,Legendary Pictures
1411697.0,The Hangover Part II,Living Films
1411697.0,The Hangover Part II,Green Hat Films
1411697.0,The Hangover Part II,Warner Bros. Pictures
1133985.0,Green Lantern,DC Entertainment
1133985.0,Green Lantern,De Line Pictures
1133985.0,Green Lantern,Warner Bros. Pictures
1396218.0,Mr. Popper's Penguins,Davis Entertainment
1396218.0,Mr. Popper's Penguins,Dune Entertainment III
1396218.0,Mr. Popper's Penguins,Dune Entertainment
1396218.0,Mr. Popper's Penguins,20th Century Fox
458339.0,Captain America: The First Avenger,Marvel Studios
409847.0,Cowboys & Aliens,DreamWorks Pictures
409847.0,Cowboys & Aliens,Universal Pictures
409847.0,Cowboys & Aliens,Reliance Entertainment
409847.0,Cowboys & Aliens,Relativity Media
409847.0,Cowboys & Aliens,Imagine Entertainment
409847.0,Cowboys & Aliens,K/O Paper Products
409847.0,Cowboys & Aliens,Fairview Entertainment
409847.0,Cowboys & Aliens,Platinum Studios
1318514.0,Rise of the Planet of the Apes,Dune Entertainment III
1318514.0,Rise of the Planet of the Apes,Dune Entertainment
1318514.0,Rise of the Planet of the Apes,Chernin Entertainment
1318514.0,Rise of the Planet of the Apes,Ingenious Media
1318514.0,Rise of the Planet of the Apes,Big Screen Productions
1318514.0,Rise of the Planet of the Apes,20th Century Fox
1622547.0,30 Minutes or Less,Columbia Pictures
1540133.0,The Guard,Prescience
1540133.0,The Guard,UK Film Council
1540133.0,The Guard,Reprisal Films
1540133.0,The Guard,Aegis Film Fund
1540133.0,The Guard,Element Pictures
1540133.0,The Guard,Crescendo Productions
1540133.0,The Guard,Screen Ireland
1716772.0,The Inbetweeners Movie,Channel 4 Television
1716772.0,The Inbetweeners Movie,Film4 Productions
1743922.0,Donovan's Echo,Quadrant Entertainment
1210166.0,Moneyball,Columbia Pictures
1210166.0,Moneyball,Scott Rudin Productions
1210166.0,Moneyball,Michael De Luca Productions
1210166.0,Moneyball,Sidney Kimmel Entertainment
1210166.0,Moneyball,Specialty Films
1756750.0,Starbuck,Caramel Films
1124035.0,The Ides of March,Appian Way
1124035.0,The Ides of March,Crystal City Entertainment
1124035.0,The Ides of March,Cross Creek Pictures
1124035.0,The Ides of March,Exclusive Media
1124035.0,The Ides of March,Smoke House Pictures
1340800.0,Tinker Tailor Soldier Spy,StudioCanal
1340800.0,Tinker Tailor Soldier Spy,Kinowelt Filmproduktion
1340800.0,Tinker Tailor Soldier Spy,CinéCinéma
1340800.0,Tinker Tailor Soldier Spy,Working Title Films
1340800.0,Tinker Tailor Soldier Spy,Karla Films
1340800.0,Tinker Tailor Soldier Spy,Canal+
1340800.0,Tinker Tailor Soldier Spy,Focus Features
1787777.0,Page One: Inside the New York Times,Participant
1787777.0,Page One: Inside the New York Times,History Films
1787777.0,Page One: Inside the New York Times,Abstract
433035.0,Real Steel,Touchstone Pictures
433035.0,Real Steel,ImageMovers
433035.0,Real Steel,Angry Films
433035.0,Real Steel,Kontsept Film Company
433035.0,Real Steel,Revolution Sun Studios
433035.0,Real Steel,DreamWorks Pictures
433035.0,Real Steel,Reliance Entertainment
433035.0,Real Steel,21 Laps Entertainment
1655442.0,The Artist,uFilm
1655442.0,The Artist,La Petite Reine
1655442.0,The Artist,Studio 37
1655442.0,The Artist,La Classe américaine
1655442.0,The Artist,JD Prod
1655442.0,The Artist,France 3 Cinéma
1655442.0,The Artist,Jouror Productions
1946421.0,The Captains,Le Big Boss Productions
1946421.0,The Captains,Ballinran Productions
1946421.0,The Captains,455 Films
1637688.0,In Time,New Regency Pictures
1637688.0,In Time,Strike Entertainment
983193.0,The Adventures of Tintin,Paramount
983193.0,The Adventures of Tintin,Columbia Pictures
983193.0,The Adventures of Tintin,WingNut Films
983193.0,The Adventures of Tintin,Amblin Entertainment
983193.0,The Adventures of Tintin,Nickelodeon Movies
983193.0,The Adventures of Tintin,Hemisphere Media Capital
983193.0,The Adventures of Tintin,The Kennedy/Marshall Company
983193.0,The Adventures of Tintin,DreamWorks Pictures
1615147.0,Margin Call,Before the Door Pictures
1615147.0,Margin Call,Benaroya Pictures
1615147.0,Margin Call,Washington Square Films
1615147.0,Margin Call,Myriad Pictures
1615147.0,Margin Call,Untitled Entertainment
1268799.0,A Very Harold & Kumar Christmas,New Line Cinema
1268799.0,A Very Harold & Kumar Christmas,Mandate Pictures
1699185.0,Free Men,Pyramide Productions
1204342.0,The Muppets,Walt Disney Pictures
1204342.0,The Muppets,The Muppets Studio
822847.0,Priest,Michael De Luca Productions
822847.0,Priest,Stars Road Entertainment
822847.0,Priest,TOKYOPOP
822847.0,Priest,Buckaroo Entertainment
822847.0,Priest,Screen Gems
1675434.0,The Intouchables,Gaumont
1675434.0,The Intouchables,CinéCinéma
1675434.0,The Intouchables,Quad Productions
1675434.0,The Intouchables,Chaocorp
1675434.0,The Intouchables,Ten Films
1675434.0,The Intouchables,TF1
1675434.0,The Intouchables,Canal+
1675434.0,The Intouchables,TF1 Films Production
1515091.0,Sherlock Holmes: A Game of Shadows,Warner Bros. Pictures
1515091.0,Sherlock Holmes: A Game of Shadows,Village Roadshow Pictures
1515091.0,Sherlock Holmes: A Game of Shadows,Silver Pictures
1515091.0,Sherlock Holmes: A Game of Shadows,Wigram Productions
1515091.0,Sherlock Holmes: A Game of Shadows,Lin Pictures
1568346.0,The Girl with the Dragon Tattoo,Ground Control
1568346.0,The Girl with the Dragon Tattoo,Columbia Pictures
1568346.0,The Girl with the Dragon Tattoo,Scott Rudin Productions
1568346.0,The Girl with the Dragon Tattoo,Film Rites
1568346.0,The Girl with the Dragon Tattoo,Metro-Goldwyn-Mayer
1568346.0,The Girl with the Dragon Tattoo,Yellow Bird
1650043.0,Diary of a Wimpy Kid: Rodrick Rules,Color Force
1650043.0,Diary of a Wimpy Kid: Rodrick Rules,Dune Entertainment
1650043.0,Diary of a Wimpy Kid: Rodrick Rules,Fox 2000 Pictures
1650043.0,Diary of a Wimpy Kid: Rodrick Rules,20th Century Fox
1568911.0,War Horse,Touchstone Pictures
1568911.0,War Horse,Amblin Entertainment
1568911.0,War Horse,Reliance Entertainment
1568911.0,War Horse,DreamWorks Pictures
1568911.0,War Horse,The Kennedy/Marshall Company
471042.0,Tower Heist,Universal Pictures
471042.0,Tower Heist,Image Entertainment
471042.0,Tower Heist,Relativity Media
471042.0,Tower Heist,Rat Entertainment
1229238.0,Mission: Impossible - Ghost Protocol,Paramount
1229238.0,Mission: Impossible - Ghost Protocol,Bad Robot
1229238.0,Mission: Impossible - Ghost Protocol,TC Productions
1229238.0,Mission: Impossible - Ghost Protocol,Revolution Sun Studios
1229238.0,Mission: Impossible - Ghost Protocol,Kontsept Film Company
1229238.0,Mission: Impossible - Ghost Protocol,Skydance Media
376136.0,The Rum Diary,FilmEngine
376136.0,The Rum Diary,GK Films
376136.0,The Rum Diary,Infinitum Nihil
1827487.0,Once Upon a Time in Anatolia,1000 Volt
1827487.0,Once Upon a Time in Anatolia,Zeynofilm
1827487.0,Once Upon a Time in Anatolia,Production 2006
1477837.0,Cedar Rapids,Ad Hominem Enterprises
1291584.0,Warrior,Lionsgate
1291584.0,Warrior,Mimran Schur Pictures
1291584.0,Warrior,Solaris Film
1291584.0,Warrior,Filmtribe
1530509.0,The Human Centipede 2 (Full Sequence),Six Entertainment
1667905.0,This Is Not a Film,Jafar Panahi Film Productions
1671457.0,Familiar Grounds,micro_scope
1683921.0,Sleepless Night,Canal+
1683921.0,Sleepless Night,Ciné+
1683921.0,Sleepless Night,Chic Films
1683921.0,Sleepless Night,Paul Thiltges Distributions
1683921.0,Sleepless Night,Saga Film
1683921.0,Sleepless Night,uFilm
1614989.0,Headhunters,Nordisk Film
1614989.0,Headhunters,Yellow Bird
1614989.0,Headhunters,Friland
1614989.0,Headhunters,ARD/Degeto Film
1614989.0,Headhunters,TV 2
1614989.0,Headhunters,SVT
1614989.0,Headhunters,DR
1614989.0,Headhunters,Norsk Filminstitutt
1614989.0,Headhunters,Nordisk Film & TV Fond
1456472.0,We Have a Pope,Sacher Film
1456472.0,We Have a Pope,Fandango
1456472.0,We Have a Pope,Le Pacte
1456472.0,We Have a Pope,France 3 Cinéma
1456472.0,We Have a Pope,Canal+
1456472.0,We Have a Pope,France Télévisions
1456472.0,We Have a Pope,RAI Cinema
1645080.0,The Art of Getting By,Goldcrest
1645080.0,The Art of Getting By,Atlantic Pictures
1645080.0,The Art of Getting By,Gigi Films
1723811.0,Shame,HanWay Films
1723811.0,Shame,See-Saw Films
1723811.0,Shame,Lipsync Productions
1723811.0,Shame,Alliance Films
1723811.0,Shame,Film4 Productions
1723811.0,Shame,UK Film Council
1440345.0,This Must Be the Place,Indigo Film
1440345.0,This Must Be the Place,Lucky Red
1440345.0,This Must Be the Place,Medusa Film
1440345.0,This Must Be the Place,ARP Sélection
1440345.0,This Must Be the Place,France 2 Cinéma
1440345.0,This Must Be the Place,Element Pictures
1440345.0,This Must Be the Place,Screen Ireland
1440345.0,This Must Be the Place,MEDIA Programme of the European Union
1440345.0,This Must Be the Place,Eurimages
1440345.0,This Must Be the Place,Section 481
1440345.0,This Must Be the Place,Canal+
1440345.0,This Must Be the Place,CinéCinéma
1440345.0,This Must Be the Place,France Télévisions
1440345.0,This Must Be the Place,Intesa San Paolo
1440345.0,This Must Be the Place,Pathé
1657507.0,Colombiana,A.J.O.Z. Films
1657507.0,Colombiana,EuropaCorp
1657507.0,Colombiana,Grive Productions
1657507.0,Colombiana,CinéCinéma
1657507.0,Colombiana,Canal+
1657507.0,Colombiana,TF1 Films Production
1629705.0,Blackthorn,Audiovisual Aval SGR
1629705.0,Blackthorn,Quickfire Films
1629705.0,Blackthorn,Arcadia Motion Pictures
1629705.0,Blackthorn,Noodles Production
1629705.0,Blackthorn,Canal+ España
1629705.0,Blackthorn,ICAA
1629705.0,Blackthorn,ONO
1629705.0,Blackthorn,Ariane Mararía Films
1629705.0,Blackthorn,Nix Films
1629705.0,Blackthorn,Eter Pictures
1629705.0,Blackthorn,Manto Films
1629705.0,Blackthorn,Pegaso Producciones
1629705.0,Blackthorn,Ibermedia European Community Program
1629705.0,Blackthorn,Instituto de Crédito Oficial (ICO)
1629705.0,Blackthorn,TVE
1809231.0,Jackpot,Det Danske Filminstitut
1809231.0,Jackpot,Zentropa Entertainments
1809231.0,Jackpot,Fantefilm
1809231.0,Jackpot,Film i Väst
1891942.0,Nicostratos the Pelican,Studio 37
1891942.0,Nicostratos the Pelican,ZDF
1891942.0,Nicostratos the Pelican,Black Orange
1735200.0,When Pigs Have Wings,StudioCanal
1838571.0,Juan of the Dead,Canal Sur
1838571.0,Juan of the Dead,La Zanfoña Producciones
1838571.0,Juan of the Dead,Producciones de la 5ta Avenida
1838571.0,Juan of the Dead,ICAIC
1838571.0,Juan of the Dead,Inti Herrera Producciones
1838571.0,Juan of the Dead,TVE
1646980.0,The Double,Industry Entertainment
1646980.0,The Double,Imagenation Abu Dhabi FZ
1646980.0,The Double,Agent Two
1646980.0,The Double,Brandt/Haas Productions
1646980.0,The Double,Hyde Park Films
1714210.0,Weekend,The Bureau
1714210.0,Weekend,EM Media
1714210.0,Weekend,Glendale Picture Company
1714210.0,Weekend,Synchronicity Films
1714210.0,Weekend,ICF Films
1430607.0,Arthur Christmas,Columbia Pictures
1430607.0,Arthur Christmas,Sony Pictures Animation
1430607.0,Arthur Christmas,Aardman Animations
1836212.0,All Superheroes Must Die,Grindfest
1488555.0,The Change-Up,Universal Pictures
1488555.0,The Change-Up,Relativity Media
1488555.0,The Change-Up,Original Film
1488555.0,The Change-Up,Big Kid Pictures
1488555.0,The Change-Up,Rampage VFX
1705134.0,State of Emergency,Clay Bros. Motion Pictures
1401152.0,Unknown,Studio Babelsberg
1401152.0,Unknown,StudioCanal
1401152.0,Unknown,Dark Castle Entertainment
1401152.0,Unknown,Panda Productions Inc.
1401152.0,Unknown,Horticus UK
1401152.0,Unknown,Canal+
1401152.0,Unknown,TF1 Films Production
1736633.0,"Oslo, August 31st",Motlys
1736633.0,"Oslo, August 31st",Don't Look Now
1736633.0,"Oslo, August 31st",Norsk Filminstitutt
1736633.0,"Oslo, August 31st",Nordisk Film & TV Fond
1736633.0,"Oslo, August 31st",Storyline Studios
1736633.0,"Oslo, August 31st",Norsk Filmdistribusjon
1736633.0,"Oslo, August 31st",NRK
1736633.0,"Oslo, August 31st",DR
1736633.0,"Oslo, August 31st",SVT
1736633.0,"Oslo, August 31st",ARK
1437358.0,Sleep Tight,Castelao Productions
1437358.0,Sleep Tight,Cubica
1437358.0,Sleep Tight,Filmax Entertainment
1437358.0,Sleep Tight,Coser y Cantar
1437358.0,Sleep Tight,Canal+ España
1772250.0,The Hidden Face,Avalon Studios
1772250.0,The Hidden Face,Dynamo
1772250.0,The Hidden Face,Fox International Productions
1563738.0,One Day,Color Force
1563738.0,One Day,Film4 Productions
1437357.0,Faust,Proline Film
1704573.0,Bernie,Mandalay Vision
1704573.0,Bernie,Wind Dancer Productions
1704573.0,Bernie,Detour Filmproduction
1704573.0,Bernie,Castle Rock Entertainment
1704573.0,Bernie,Horsethief Pictures
1600195.0,Abduction,Vertigo Entertainment
1600195.0,Abduction,Gotham Group
1600195.0,Abduction,Tailor Made
1600195.0,Abduction,Mango Farms
1600195.0,Abduction,Quick Six Entertainment
1600195.0,Abduction,Lionsgate
1578275.0,The Dilemma,Wild West Picture Show Productions
1578275.0,The Dilemma,Imagine Entertainment
1578275.0,The Dilemma,Universal Pictures
1578275.0,The Dilemma,Spyglass Entertainment
1525836.0,Gantz: Perfect Answer,Horipro
1525836.0,Gantz: Perfect Answer,J Storm
1525836.0,Gantz: Perfect Answer,Nikkatsu Corporation
1525836.0,Gantz: Perfect Answer,Nippon Television Network Corporation
1525836.0,Gantz: Perfect Answer,Shueisha
1525836.0,Gantz: Perfect Answer,The Yomiuri Shimbun
1525836.0,Gantz: Perfect Answer,Toho
1525836.0,Gantz: Perfect Answer,VAP
1525836.0,Gantz: Perfect Answer,Yomiuri Telecasting Corporation
1233301.0,Ironclad,Perpetual Media Capital
1233301.0,Ironclad,Mythic International Entertainment
1233301.0,Ironclad,ContentFilm International
1233301.0,Ironclad,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)
1233301.0,Ironclad,VIP 4 Medienfonds
1233301.0,Ironclad,Premiere Picture
1233301.0,Ironclad,Rising Star
1233301.0,Ironclad,Silver Reel
1233301.0,Ironclad,Wales Creative IP Fund
1233301.0,Ironclad,Molinare Investment
1706593.0,Chronicle,Dune Entertainment
1706593.0,Chronicle,Davis Entertainment
1706593.0,Chronicle,Adam Schroeder Productions
1706593.0,Chronicle,20th Century Fox
1596365.0,The Woman in Black,Exclusive Media
1596365.0,The Woman in Black,Hammer Film Productions
1596365.0,The Woman in Black,UK Film Council
1596365.0,The Woman in Black,Alliance Films
1596365.0,The Woman in Black,Talisman Productions
1596365.0,The Woman in Black,Cross Creek Pictures
1596365.0,The Woman in Black,Filmgate Films
1596365.0,The Woman in Black,Film i Väst
1646987.0,Wrath of the Titans,Thunder Road
1646987.0,Wrath of the Titans,Legendary Pictures
1646987.0,Wrath of the Titans,Cott Productions
1646987.0,Wrath of the Titans,"Furia de Titanes II, A.I.E."
1646987.0,Wrath of the Titans,Warner Bros. Pictures
1430626.0,The Pirates! In an Adventure with Scientists!,Sony Pictures Animation
1430626.0,The Pirates! In an Adventure with Scientists!,Aardman Animations
1430626.0,The Pirates! In an Adventure with Scientists!,Columbia Pictures
1440129.0,Battleship,Universal Pictures
1440129.0,Battleship,Hasbro
1440129.0,Battleship,Bluegrass Films
1440129.0,Battleship,Film 44
848228.0,The Avengers,Marvel Studios
1486192.0,The Raven,Relativity Media
1486192.0,The Raven,Intrepid Pictures
1486192.0,The Raven,FilmNation Entertainment
1486192.0,The Raven,Galavis Film
1486192.0,The Raven,Pioneer Pictures
1486192.0,The Raven,Endgame Entertainment
1232200.0,That's My Boy,Relativity Media
1232200.0,That's My Boy,Columbia Pictures
1232200.0,That's My Boy,Happy Madison Productions
1409024.0,Men in Black 3,Columbia Pictures
1409024.0,Men in Black 3,Hemisphere Media Capital
1409024.0,Men in Black 3,Amblin Entertainment
1409024.0,Men in Black 3,Parkes+MacDonald Image Nation
1409024.0,Men in Black 3,Imagenation Abu Dhabi FZ
1991245.0,Chernobyl Diaries,Oren Peli / Brian Witten Pictures
1991245.0,Chernobyl Diaries,Alcon Entertainment
1991245.0,Chernobyl Diaries,FilmNation Entertainment
1991245.0,Chernobyl Diaries,Warner Bros. Pictures
1645170.0,The Dictator,Four By Two Productions
1645170.0,The Dictator,Paramount
1568338.0,Man on a Ledge,Summit Entertainment
1568338.0,Man on a Ledge,Di Bonaventura Pictures
1345836.0,The Dark Knight Rises,Syncopy
1345836.0,The Dark Knight Rises,Legendary Pictures
1345836.0,The Dark Knight Rises,DC Entertainment
1345836.0,The Dark Knight Rises,Warner Bros. Pictures
1480656.0,Cosmopolis,Jouror Productions
1480656.0,Cosmopolis,France 2 Cinéma
1480656.0,Cosmopolis,Téléfilm Canada
1480656.0,Cosmopolis,Prospero Pictures
1480656.0,Cosmopolis,Alfama Films
1480656.0,Cosmopolis,Leopardo Filmes
1480656.0,Cosmopolis,Talandracas
1480656.0,Cosmopolis,Canal+
1480656.0,Cosmopolis,RTP
1480656.0,Cosmopolis,RAI
1480656.0,Cosmopolis,Kinologic Films
1480656.0,Cosmopolis,France Télévisions
1480656.0,Cosmopolis,Ontario Media Development Corporation (OMDC)
1480656.0,Cosmopolis,The Harold Greenberg Fund
1212450.0,Lawless,The Weinstein Company
1212450.0,Lawless,Benaroya Pictures
1212450.0,Lawless,Yucaipa Films
1212450.0,Lawless,Annapurna Pictures
1212450.0,Lawless,Pie Films Inc.
1212450.0,Lawless,Red Wagon Entertainment
1212450.0,Lawless,Revolt Films
1212450.0,Lawless,Blum Hanson Allen Films
2076220.0,Holy Motors,Canal+
2076220.0,Holy Motors,Pandora Film
2076220.0,Holy Motors,ARTE France Cinéma
2076220.0,Holy Motors,Pierre Grise Productions
2076220.0,Holy Motors,Théo Films
2076220.0,Holy Motors,WDR/Arte
2076220.0,Holy Motors,CNC
2076220.0,Holy Motors,MEDIA Programme of the European Union
2076220.0,Holy Motors,La Région Île-de-France
2076220.0,Holy Motors,PROCIREP
2076220.0,Holy Motors,Angoa-Agicoa
2076220.0,Holy Motors,Medienboard Berlin-Brandenburg
2076220.0,Holy Motors,Soficinéma 8
2076220.0,Holy Motors,Wild Bunch
1482459.0,The Lorax,Universal Pictures
1482459.0,The Lorax,Illumination Entertainment
1790886.0,The Campaign,Location Gourmet
1790886.0,The Campaign,Gary Sanchez Productions
1790886.0,The Campaign,Everyman Pictures
1790886.0,The Campaign,Warner Bros. Pictures
1990314.0,Robot & Frank,Park Pictures Features
1990314.0,Robot & Frank,TBB
1990314.0,Robot & Frank,Dog Run Pictures
1990314.0,Robot & Frank,White Hat Entertainment
1990314.0,Robot & Frank,Samuel Goldwyn Films
1990314.0,Robot & Frank,Stage 6 Films
1840417.0,The Words,Also Known As Pictures
1840417.0,The Words,Animus Films
1840417.0,The Words,Benaroya Pictures
1840417.0,The Words,Serena Films
1840417.0,The Words,Waterfall Media
1840417.0,The Words,Rose Pictures
1307068.0,Seeking a Friend for the End of the World,Indian Paintbrush
1307068.0,Seeking a Friend for the End of the World,Mandate Pictures
1307068.0,Seeking a Friend for the End of the World,Focus Features
1307068.0,Seeking a Friend for the End of the World,Anonymous Content
1386703.0,Total Recall,Total Recall
1386703.0,Total Recall,Original Film
1386703.0,Total Recall,Prime Focus
1386703.0,Total Recall,Rekall Productions
1560747.0,The Master,Annapurna Pictures
1560747.0,The Master,The Weinstein Company
1560747.0,The Master,Ghoulardi Film Company
1276104.0,Looper,TriStar Pictures
1276104.0,Looper,FilmDistrict
1276104.0,Looper,Endgame Entertainment
1276104.0,Looper,DMG Entertainment
1276104.0,Looper,Ram Bergman Productions
1276104.0,Looper,FilmNation Entertainment
1931533.0,Seven Psychopaths,CBS Films
1931533.0,Seven Psychopaths,BFI
1931533.0,Seven Psychopaths,Blueprint Pictures
1931533.0,Seven Psychopaths,Film4 Productions
1931533.0,Seven Psychopaths,HanWay Films
1234719.0,Red Dawn,Contrafilm
1234719.0,Red Dawn,FilmDistrict
1234719.0,Red Dawn,FilmNation Entertainment
1234719.0,Red Dawn,Metro-Goldwyn-Mayer
1234719.0,Red Dawn,United Artists
